Sample;Frequency (GHz);HG (mV) mean;HG (mV) std;LG (mV) mean;LG (mV) std;Thickness (mm);HG (mV) mean Transmittance;LG (mV) mean Transmittance
A1;530.0;42.82237439841456;9.11616061281477;0.0554509204345273;0.8941687995989342;0.2;1.5603077896270987;2.5087376715311582
A1;540.0;12.27395441694049;6.836192764740015;0.0127924187659729;0.9214659591690996;0.2;1.1216490306572842;0.4703191786111014
A1;550.0;15.703340512474318;6.812063848922707;0.0417820223070149;0.8661547308076349;0.2;1.1353942647103639;1.8999076962178076
A1;560.0;9.882192326797384;6.693950819771838;0.0309021387403446;0.9021375925508488;0.2;0.6734828336229515;1.4853764661789424
A1;570.0;10.925286219584567;6.694729288669081;0.0195988456973293;0.8877656351340069;0.2;1.0667808858587484;-3.4789202441965315
A1;580.0;16.791088730460622;6.816746875783776;0.0270655459138187;0.8863292404784683;0.2;0.8788781864972772;0.5761048151550263
A1;590.0;11.83662100652045;6.6135481284356485;0.0135690497925311;0.8881728524252662;0.2;0.9221565858678484;0.31773803540125717
A1;600.0;10.971839840727595;6.873215466800172;0.4192684769299024;5.927779498133122;0.2;0.8101116525537829;121.54613323670128
B1;100.0;0.0343834418574662;0.7214173830080067;131.82432320231214;45.53802047318496;0.57;-4.130064575861622;3.3452774270143113
B1;110.0;-0.0180822142315253;0.6990823970881145;54.94995886381328;33.85155427951062;0.57;1.1178842491886105;1.4563239369908771
B1;120.0;0.0055938296349199;0.7366713683797017;101.14073085409476;25.163943348592667;0.57;2.4714362882435883;1.143335159326861
B1;130.0;-0.0160158955119317;0.7547364541165854;37.67823373888541;8.317212351803434;0.57;0.4697187943254943;1.1793137249318222
B1;140.0;-0.0139948420118264;0.7722672937023214;71.57296657930226;18.011696875322357;0.57;-1.0025676139376154;0.9325000934922831
B1;150.0;0.017141124759125;0.7445612013962505;54.529768118460616;6.418390903974417;0.57;-0.8961787703844419;0.7680119635798272
B1;160.0;0.0077263447733417;0.7528616431532066;34.38715489208861;4.429572548678185;0.57;-0.19354674515762213;1.1487025887135012
B1;170.0;-0.0069986471174585;0.7536386065290156;13.386760320382166;4.837501952682014;0.57;0.6100490406770671;1.1429052769366403
B1;180.0;-0.0150457306941165;0.7401043077286767;18.279915956145967;4.368346481235845;0.57;-4.724591874124085;1.0706733393690526
B1;190.0;-0.013368987776198;0.7544713299894479;14.074010477083974;3.287341034243281;0.57;0.9692036413744071;1.0898877010480414
B1;200.0;0.2317073141548059;0.7713371984258266;4.1824207450746265;2.1600610678608687;0.57;11.179161130782216;0.5871842472007807
B1;210.0;0.0252336560773155;0.7695814994659271;9.721776127768814;3.1947635932894647;0.57;0.28255500619797097;1.6245296701982657
B1;220.0;3.160469402735339;52.07426998723059;5.730454840431738;1.4119621677643834;0.57;49.63638076864801;0.9566867607706139
B1;230.0;449.7077740905635;58.936366394936485;0.5665596145151696;1.026928401810684;0.57;39280.28670143145;0.26630763356270415
B1;240.0;2.0347891620598184;33.10101964140652;8.3702639058927;1.308166210969404;0.57;263.3714425999846;1.2893942760602501
B1;250.0;-0.0012814771417502;0.7824817825554075;1.955963219369895;1.1522110394200404;0.57;-0.013369144291691953;0.7731838182846713
